CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,cluster
16062.0,124,4,571.52,1,4,3.0,8
18116.0,167,8,1099.07,1,5,4.0,8
16019.0,45,10,2365.13,2,5,5.0,1
18178.0,15,6,1503.82,3,4,5.0,6
18065.0,81,15,1790.41,1,5,5.0,1
13148.0,78,16,2579.07,1,5,5.0,1
14107.0,45,8,2398.4700000000003,2,5,5.0,1
15881.0,52,6,193.84,2,4,2.0,8
12785.0,362,2,232.76,1,2,2.0,2
16727.0,0,1,272.82,5,1,2.0,9
15514.0,3,11,1911.47,4,5,5.0,6
13787.0,289,2,231.55,1,2,2.0,2
17865.0,8,23,6346.4400000000005,3,5,5.0,6
17220.0,22,14,2796.43,3,5,5.0,6
13798.0,10,28,1806.23,3,5,5.0,6
16565.0,0,1,35.7,5,1,1.0,3
16873.0,53,9,5191.18,2,5,5.0,1
14062.0,103,9,2289.89,1,5,5.0,1
18016.0,42,5,955.5,2,4,4.0,8
14448.0,355,2,127.80000000000001,1,2,1.0,2
15503.0,0,1,128.64000000000001,5,1,1.0,3
17251.0,0,1,249.28,5,1,2.0,9
16923.0,14,22,5173.26,3,5,5.0,6
14159.0,21,14,4476.33,3,5,5.0,6
15224.0,4,3,242.48,4,3,2.0,7
14577.0,151,4,859.71,1,4,4.0,8
17126.0,147,6,929.51,1,4,4.0,8
12753.0,19,11,1782.79,3,5,5.0,6
17236.0,167,6,787.58,1,4,4.0,8
17372.0,20,8,1232.8,3,5,4.0,6
16367.0,325,2,700.58,1,2,4.0,4
17917.0,211,3,324.33,1,3,2.0,2
16010.0,5,3,407.5,4,3,3.0,5
17085.0,127,6,1369.3,1,4,4.0,8
13668.0,8,28,4226.91,3,5,5.0,6
14684.0,15,5,1176.73,3,4,4.0,5
17188.0,18,8,1391.31,3,5,5.0,6
15547.0,33,13,3939.47,2,5,5.0,1
15998.0,51,6,2468.06,2,4,5.0,1
14413.0,0,1,112.75,5,1,1.0,3
18004.0,0,1,115.97,5,1,1.0,3
13959.0,202,3,512.75,1,3,3.0,2
16665.0,0,1,39.25,5,1,1.0,3
15454.0,0,1,157.2,5,1,1.0,3
15044.0,20,19,5475.150000000001,3,5,5.0,6
17618.0,243,3,685.93,1,3,4.0,4
14505.0,19,10,4925.02,3,5,5.0,6
18037.0,71,6,33.17,2,4,1.0,2
13198.0,53,7,3175.35,2,5,5.0,1
12540.0,12,17,7967.64,3,5,5.0,6
15361.0,0,1,139.8,5,1,1.0,3
15689.0,242,2,238.8,1,2,2.0,2
14290.0,45,6,1976.0,2,4,5.0,1
13209.0,77,9,4780.76,2,5,5.0,1
13999.0,18,14,3478.76,3,5,5.0,6
14498.0,74,5,1519.27,2,4,5.0,1
15854.0,82,11,1992.2600000000002,1,5,5.0,1
16701.0,45,15,1954.56,2,5,5.0,1
16927.0,85,2,139.85,1,2,1.0,2
17990.0,117,3,585.84,1,3,3.0,2
14544.0,337,2,1195.72,1,2,4.0,4
17338.0,97,9,5931.95,1,5,5.0,1
17231.0,12,12,2679.92,3,5,5.0,6
17799.0,77,10,2538.96,2,5,5.0,1
14565.0,18,6,2611.46,3,4,5.0,6
16726.0,170,5,1155.43,1,4,4.0,8
17303.0,0,1,192.24,5,1,2.0,9
14639.0,68,7,2115.32,2,5,5.0,1
17611.0,4,19,3290.57,4,5,5.0,6
17179.0,54,3,701.84,2,3,4.0,4
17524.0,0,1,145.0,5,1,1.0,3
12476.0,14,18,3385.64,3,5,5.0,6
17293.0,22,8,1408.19,3,5,5.0,6
17890.0,39,2,523.77,2,2,3.0,4
17375.0,9,4,305.46,3,4,2.0,5
17371.0,344,3,210.64,1,3,2.0,2
17969.0,195,2,63.45,1,2,1.0,2
15159.0,3,32,14267.630000000001,4,5,5.0,6
13211.0,85,3,483.42,1,3,3.0,2
15777.0,76,3,309.21000000000004,2,3,2.0,2
14525.0,11,13,2251.73,3,5,5.0,6
13324.0,53,8,1036.95,2,5,4.0,1
13948.0,0,1,70.19999999999999,5,1,1.0,3
16202.0,0,1,247.52,5,1,2.0,9
16442.0,226,3,502.69,1,3,3.0,2
18075.0,36,13,2098.36,2,5,5.0,1
15468.0,8,3,375.01,3,3,3.0,5
16570.0,7,12,2152.26,3,5,5.0,6
14524.0,40,9,1454.68,2,5,5.0,1
12434.0,165,4,593.84,1,4,3.0,8
14961.0,71,12,5983.13,2,5,5.0,1
17041.0,82,4,948.85,1,4,4.0,8
16458.0,12,18,3469.3,3,5,5.0,6
16083.0,260,2,606.14,1,2,3.0,2
17194.0,0,1,76.12,5,1,1.0,3
14057.0,43,15,4107.2699999999995,2,5,5.0,1
14871.0,175,4,522.38,1,4,3.0,8
13178.0,9,11,4569.75,3,5,5.0,6
18044.0,31,11,1385.75,2,5,4.0,1
16812.0,0,1,204.15,5,1,2.0,9
16191.0,15,21,2585.2200000000003,3,5,5.0,6
12370.0,223,4,2602.41,1,4,5.0,1
14298.0,22,40,24387.53,3,5,5.0,6
17158.0,200,3,954.77,1,3,4.0,4
14415.0,18,18,5102.2300000000005,3,5,5.0,6
16899.0,12,6,812.11,3,4,4.0,5
16531.0,15,7,1050.32,3,5,4.0,6
16556.0,39,7,2316.6,2,5,5.0,1
16805.0,187,2,365.31,1,2,3.0,2
16503.0,108,5,1121.73,1,4,4.0,8
17739.0,27,8,2126.05,3,5,5.0,6
13238.0,140,3,493.68,1,3,3.0,2
13097.0,45,14,4044.23,2,5,5.0,1
12867.0,70,10,3614.17,2,5,5.0,1
13756.0,20,13,2850.44,3,5,5.0,6
15392.0,26,5,1354.69,3,4,4.0,5
13846.0,218,4,725.66,1,4,4.0,8
14401.0,25,14,2711.44,3,5,5.0,6
16145.0,32,18,3177.84,2,5,5.0,1
17629.0,13,9,1437.32,3,5,5.0,6
14150.0,324,2,584.74,1,2,3.0,2
13496.0,348,3,528.23,1,3,3.0,2
13611.0,76,4,960.5600000000001,2,4,4.0,8
16954.0,7,7,1026.71,3,5,4.0,6
17454.0,41,4,451.88,2,4,3.0,8
17449.0,43,8,2151.46,2,5,5.0,1
14060.0,18,17,2586.58,3,5,5.0,6
17230.0,38,8,1504.5,2,5,5.0,1
15950.0,30,5,1601.1100000000001,2,4,5.0,1
15512.0,204,2,121.0,1,2,1.0,2
17525.0,0,1,295.5,5,1,2.0,9
13458.0,11,22,7287.92,3,5,5.0,6
14426.0,5,13,2536.02,4,5,5.0,6
16003.0,105,5,1628.8700000000001,1,4,5.0,1
13092.0,141,6,248.61,1,4,2.0,2
16353.0,15,16,2745.05,3,5,5.0,6
13426.0,10,10,3007.02,3,5,5.0,6
15101.0,329,3,112.63000000000001,1,3,1.0,2
17033.0,128,3,617.76,1,3,3.0,2
13221.0,119,2,570.71,1,2,3.0,2
14201.0,20,9,463.24,3,5,3.0,5
17692.0,93,5,603.54,1,4,3.0,8
15822.0,356,2,627.02,1,2,3.0,2
16134.0,333,3,571.89,1,3,3.0,2
17551.0,0,1,298.34,5,1,2.0,9
18050.0,0,1,74.4,5,1,1.0,3
14913.0,148,4,995.12,1,4,4.0,8
15641.0,155,4,1749.32,1,4,5.0,1
13124.0,163,3,2904.58,1,3,5.0,4
17214.0,25,6,730.07,3,4,4.0,5
15456.0,76,3,368.8,2,3,3.0,4
15062.0,146,4,912.38,1,4,4.0,8
12928.0,10,5,1739.74,3,4,5.0,6
15727.0,91,7,3889.91,1,5,5.0,1
17980.0,39,3,228.15,2,3,2.0,2
15290.0,4,21,3895.57,4,5,5.0,6
15615.0,21,24,8006.2300000000005,3,5,5.0,6
12577.0,324,3,570.65,1,3,3.0,2
17633.0,33,6,1160.84,2,4,4.0,8
15664.0,309,2,283.63,1,2,2.0,2
17189.0,253,2,265.55,1,2,2.0,2
17496.0,0,1,251.10000000000002,5,1,2.0,9
16607.0,20,12,2374.72,3,5,5.0,6
13317.0,117,8,1716.07,1,5,5.0,1
13890.0,7,13,1792.46,3,5,5.0,6
17001.0,22,11,3317.16,3,5,5.0,6
15246.0,120,2,458.1,1,2,3.0,2
16996.0,77,9,1305.78,2,5,4.0,1
15482.0,10,9,2176.88,3,5,5.0,6
16037.0,35,3,675.4200000000001,2,3,4.0,4
14841.0,6,6,2687.08,4,4,5.0,6
16670.0,2,17,3410.23,4,5,5.0,6
16985.0,71,10,3873.34,2,5,5.0,1
16705.0,4,29,6587.96,4,5,5.0,6
16470.0,64,5,669.57,2,4,4.0,8
14414.0,8,8,1021.5699999999999,3,5,4.0,6
15563.0,13,5,1070.08,3,4,4.0,5
16746.0,7,19,5279.74,3,5,5.0,6
14878.0,24,9,1268.84,3,5,4.0,6
16743.0,84,8,2081.36,1,5,5.0,1
17146.0,95,2,400.98,1,2,3.0,2
12877.0,21,12,1413.31,3,5,5.0,6
15394.0,69,4,1743.69,2,4,5.0,1
14621.0,29,6,1480.57,2,4,5.0,1
15379.0,17,8,3175.11,3,5,5.0,6
14309.0,20,10,1742.1000000000001,3,5,5.0,6
17288.0,3,6,799.45,4,4,4.0,5
14709.0,15,14,4331.92,3,5,5.0,6
15157.0,120,4,1399.51,1,4,5.0,1
17744.0,22,6,1613.26,3,4,5.0,6
16316.0,14,9,1775.97,3,5,5.0,6
15620.0,6,6,1179.17,4,4,4.0,5
15789.0,0,1,297.65999999999997,5,1,2.0,9
16560.0,5,3,627.76,4,3,3.0,5
13534.0,30,41,5007.43,2,5,5.0,1
17580.0,46,2,160.07,2,2,1.0,2
15759.0,62,2,77.24000000000001,2,2,1.0,2
14373.0,0,1,10.2,5,1,1.0,3
18176.0,5,2,412.85,4,2,3.0,7
15366.0,283,2,529.94,1,2,3.0,2
14735.0,8,32,3924.42,3,5,5.0,6
17857.0,0,1,5.5,5,1,1.0,3
16271.0,111,5,1240.5,1,4,4.0,8
18223.0,3,26,5331.91,4,5,5.0,6
15532.0,106,6,1083.54,1,4,4.0,8
16816.0,46,4,401.16,2,4,3.0,8
16684.0,32,8,1357.74,2,5,4.0,1
14334.0,77,8,1829.61,2,5,5.0,1
13694.0,42,19,2576.61,2,5,5.0,1
16945.0,10,19,4126.04,3,5,5.0,6
14643.0,188,2,295.87,1,2,2.0,2
15197.0,2,4,447.34,4,4,3.0,5
14220.0,111,2,510.72,1,2,3.0,2
13874.0,0,1,247.45000000000002,5,1,2.0,9
18260.0,28,8,2114.31,2,5,5.0,1
17848.0,21,6,331.02,3,4,3.0,5
17392.0,52,2,355.26,2,2,3.0,4
12348.0,70,3,90.2,2,3,1.0,2
14985.0,160,2,268.08,1,2,2.0,2
13004.0,15,21,5097.48,3,5,5.0,6
14560.0,13,13,600.03,3,5,3.0,5
12600.0,56,9,1996.22,2,5,5.0,1
13627.0,19,6,1202.13,3,4,4.0,5
15291.0,10,14,2215.76,3,5,5.0,6
17404.0,28,8,1172.14,2,5,4.0,1
12551.0,0,1,168.0,5,1,2.0,9
12782.0,145,6,1753.8700000000001,1,4,5.0,1
14769.0,75,10,8420.52,2,5,5.0,1
15780.0,59,3,402.08,2,3,3.0,4
12417.0,36,11,2119.85,2,5,5.0,1
17315.0,1,41,4169.22,4,5,5.0,6
12726.0,58,7,1550.1,2,5,5.0,1
15204.0,0,1,157.5,5,1,1.0,3
17888.0,20,7,335.76,3,5,3.0,5
17007.0,105,7,663.41,1,5,4.0,8
15160.0,0,1,51.96,5,1,1.0,3
14016.0,46,4,2642.62,2,4,5.0,1
13033.0,0,1,190.55,5,1,2.0,9
12691.0,87,4,678.2,1,4,4.0,8
13869.0,139,4,2468.25,1,4,5.0,1
14146.0,73,6,2728.3,2,4,5.0,1
12705.0,2,13,5100.35,4,5,5.0,6
16885.0,36,3,338.41,2,3,3.0,4
12931.0,290,2,48.160000000000004,1,2,1.0,2
17913.0,297,2,342.34,1,2,3.0,2
12668.0,4,6,2602.03,4,4,5.0,6
14472.0,28,8,1556.62,2,5,5.0,1
17358.0,52,2,347.40000000000003,2,2,3.0,4
16686.0,51,9,2356.88,2,5,5.0,1
18245.0,142,7,2266.43,1,5,5.0,1
17343.0,0,1,168.74,5,1,2.0,9
16153.0,66,5,1463.53,2,4,5.0,1
12377.0,39,2,1472.52,2,2,5.0,4
14646.0,14,46,11901.92,3,5,5.0,6
12944.0,319,2,519.81,1,2,3.0,2
15312.0,28,5,839.5,2,4,4.0,8
14099.0,27,12,2665.81,3,5,5.0,6
14113.0,19,7,564.52,3,5,3.0,5
17204.0,6,9,928.6600000000001,4,5,4.0,6
17621.0,291,3,692.9,1,3,4.0,4
17090.0,42,6,1413.94,2,4,5.0,1
15527.0,20,9,1465.79,3,5,5.0,6
18097.0,93,7,2008.39,1,5,5.0,1
15460.0,0,1,169.66,5,1,2.0,9
15034.0,13,11,3011.51,3,5,5.0,6
12423.0,98,9,1525.41,1,5,5.0,1
15208.0,30,6,440.07,2,4,3.0,8
14737.0,125,3,530.35,1,3,3.0,2
12678.0,36,9,1319.6,2,5,4.0,1
16270.0,0,1,685.99,5,1,4.0,0
13487.0,156,3,361.1,1,3,3.0,2
12515.0,0,1,190.8,5,1,2.0,9
17400.0,84,5,1565.24,1,4,5.0,1
17593.0,88,6,3071.1800000000003,1,4,5.0,1
14533.0,36,7,727.74,2,5,4.0,1
12734.0,0,1,110.39999999999999,5,1,1.0,3
14944.0,35,14,4231.6,2,5,5.0,1
17239.0,40,2,292.45,2,2,2.0,2
12383.0,54,6,1200.59,2,4,4.0,8
15587.0,92,3,305.28,1,3,2.0,2
13922.0,0,1,81.6,5,1,1.0,3
13817.0,322,2,328.98,1,2,3.0,2
12585.0,5,4,1188.61,4,4,4.0,5
13165.0,305,2,349.28,1,2,3.0,2
13304.0,0,1,244.85000000000002,5,1,2.0,9
13313.0,13,5,1475.1200000000001,3,4,5.0,6
16875.0,3,9,1600.17,4,5,5.0,6
16282.0,0,1,129.75,5,1,1.0,3
12957.0,5,11,3521.29,4,5,5.0,6
14462.0,3,15,1614.26,4,5,5.0,6
13397.0,107,5,1113.8600000000001,1,4,4.0,8
13680.0,38,5,2017.29,2,4,5.0,1
12483.0,14,10,1448.69,3,5,5.0,6
15164.0,140,3,777.55,1,3,4.0,4
17457.0,126,4,216.49,1,4,2.0,2
14732.0,13,10,2161.04,3,5,5.0,6
14221.0,38,10,2651.0,2,5,5.0,1
14553.0,14,5,543.62,3,4,3.0,5
13253.0,183,2,380.15999999999997,1,2,3.0,2
12578.0,295,4,2201.81,1,4,5.0,1
15841.0,8,6,720.04,3,4,4.0,5
16600.0,12,6,658.1,3,4,4.0,5
15266.0,0,1,47.7,5,1,1.0,3
14653.0,8,7,1491.55,3,5,5.0,6
16771.0,42,5,1823.39,2,4,5.0,1
17585.0,61,4,833.16,2,4,4.0,8
15046.0,21,15,2396.03,3,5,5.0,6
13082.0,31,9,1159.21,2,5,4.0,1
15464.0,0,1,717.45,5,1,4.0,0
18226.0,6,14,4364.26,4,5,5.0,6
18062.0,47,3,282.45,2,3,2.0,2
12415.0,12,12,3631.7599999999998,3,5,5.0,6
17368.0,9,8,614.29,3,5,3.0,5
14258.0,80,9,2439.26,1,5,5.0,1
15719.0,31,14,4645.51,2,5,5.0,1
13368.0,81,2,430.18,1,2,3.0,2
17634.0,11,9,1592.27,3,5,5.0,6
16676.0,171,5,1054.88,1,4,4.0,8
18283.0,6,16,2051.98,4,5,5.0,6
12735.0,22,2,375.07,3,2,3.0,7
13764.0,74,3,1352.96,2,3,4.0,4
13656.0,173,2,319.79,1,2,2.0,2
12413.0,170,3,545.2,1,3,3.0,2
14312.0,45,6,1265.06,2,4,4.0,8
13280.0,194,3,739.85,1,3,4.0,4
15845.0,18,9,2943.17,3,5,5.0,6
16094.0,18,6,819.48,3,4,4.0,5
13187.0,0,1,154.02,5,1,1.0,3
16567.0,142,2,561.4,1,2,3.0,2
12530.0,49,5,1012.77,2,4,4.0,8
16551.0,35,3,426.38,2,3,3.0,4
16889.0,49,3,1273.84,2,3,4.0,4
16473.0,118,4,287.91,1,4,2.0,2
12829.0,0,1,28.5,5,1,1.0,3
12501.0,21,2,1816.95,3,2,5.0,4
15607.0,0,1,87.76,5,1,1.0,3
15139.0,97,2,169.84,1,2,2.0,2
12489.0,0,1,191.43,5,1,2.0,9
17707.0,151,2,50.400000000000006,1,2,1.0,2
18198.0,27,18,1992.74,3,5,5.0,6
12484.0,68,5,3334.48,2,4,5.0,1
18179.0,44,5,1233.24,2,4,4.0,8
17284.0,60,7,1580.28,2,5,5.0,1
13233.0,262,2,477.2,1,2,3.0,2
14889.0,0,1,135.9,5,1,1.0,3
12480.0,115,4,2266.94,1,4,5.0,1
14672.0,102,2,578.57,1,2,3.0,2
13593.0,54,5,1497.13,2,4,5.0,1
14867.0,33,3,517.78,2,3,3.0,4
13162.0,62,5,1153.65,2,4,4.0,8
13183.0,30,9,1126.63,2,5,4.0,1
17095.0,277,4,1167.06,1,4,4.0,8
12939.0,0,1,81.36,5,1,1.0,3
15611.0,7,12,675.5500000000001,3,5,4.0,6
17114.0,28,9,424.07,2,5,3.0,8
15059.0,67,11,1045.97,2,5,4.0,1
16326.0,10,14,1349.06,3,5,4.0,6
17128.0,0,1,131.59,5,1,1.0,3
14761.0,276,2,255.9,1,2,2.0,2
17555.0,315,2,474.76,1,2,3.0,2
12651.0,0,1,114.0,5,1,1.0,3
16735.0,15,7,1970.8500000000001,3,5,5.0,6
16833.0,258,4,1021.53,1,4,4.0,8
17800.0,12,9,964.16,3,5,4.0,6
16748.0,20,5,1515.9,3,4,5.0,6
14755.0,16,12,4101.22,3,5,5.0,6
16549.0,8,10,3770.54,3,5,5.0,6
13565.0,315,2,240.22,1,2,2.0,2
15799.0,110,3,715.04,1,3,4.0,4
18032.0,0,1,73.5,5,1,1.0,3
13451.0,100,5,2627.85,1,4,5.0,1
14794.0,7,7,1046.16,3,5,4.0,6
12539.0,240,4,4141.6,1,4,5.0,1
18171.0,41,7,652.88,2,5,4.0,1
16279.0,66,4,1394.8500000000001,2,4,5.0,1
12524.0,54,8,1719.21,2,5,5.0,1
17811.0,3,51,5517.27,4,5,5.0,6
16850.0,0,1,317.29,5,1,2.0,9
14321.0,63,5,1178.4,2,4,4.0,8
15326.0,0,1,311.71,5,1,2.0,9
17849.0,42,3,64.60000000000001,2,3,1.0,2
13672.0,31,5,0.0,2,4,1.0,2
14229.0,240,5,737.85,1,4,4.0,8
13107.0,41,5,1084.45,2,4,4.0,8
16497.0,154,6,2296.79,1,4,5.0,1
16303.0,75,4,3889.63,2,4,5.0,1
15281.0,78,12,1845.0800000000002,1,5,5.0,1
16112.0,190,2,100.7,1,2,1.0,2
12736.0,0,1,93.6,5,1,1.0,3
13473.0,270,3,321.86,1,3,2.0,2
14320.0,116,3,323.21000000000004,1,3,2.0,2
12393.0,173,4,1193.5,1,4,4.0,8
17742.0,219,2,200.86,1,2,2.0,2
16351.0,0,1,153.9,5,1,1.0,3
12601.0,3,6,364.01,4,4,3.0,5
13144.0,0,1,47.2,5,1,1.0,3
15346.0,0,1,252.42000000000002,5,1,2.0,9
15370.0,70,5,1495.2,2,4,5.0,1
14295.0,292,2,163.20000000000002,1,2,2.0,2
16034.0,12,3,407.1,3,3,3.0,5
17365.0,38,8,3828.03,2,5,5.0,1
15189.0,2,49,5020.150000000001,4,5,5.0,6
14669.0,91,3,1080.52,1,3,4.0,4
18095.0,20,2,283.8,3,2,2.0,7
15518.0,59,12,1691.22,2,5,5.0,1
14209.0,111,7,1092.25,1,5,4.0,8
15569.0,201,2,59.160000000000004,1,2,1.0,2
12728.0,186,4,565.33,1,4,3.0,8
17569.0,0,1,242.6,5,1,2.0,9
13784.0,72,5,247.26,2,4,2.0,8
12724.0,76,4,923.41,2,4,4.0,8
13862.0,54,10,2109.91,2,5,5.0,1
16791.0,31,8,1414.88,2,5,5.0,1
16235.0,146,5,586.8100000000001,1,4,3.0,8
14270.0,0,1,341.65000000000003,5,1,3.0,0
12665.0,7,2,43.75,3,2,1.0,7
12523.0,18,12,1271.21,3,5,4.0,6
16655.0,13,6,2726.36,3,4,5.0,6
16359.0,87,9,417.56,1,5,3.0,8
16554.0,39,6,606.75,2,4,3.0,8
12359.0,50,6,3203.38,2,4,5.0,1
15939.0,18,12,821.41,3,5,4.0,6
14587.0,166,10,1276.28,1,5,4.0,8
14715.0,70,4,687.23,2,4,4.0,8
14185.0,0,1,12.75,5,1,1.0,3
12437.0,8,18,2760.54,3,5,5.0,6
14040.0,21,14,1919.88,3,5,5.0,6
12652.0,9,2,726.83,3,2,4.0,4
14514.0,140,3,787.5,1,3,4.0,4
14167.0,126,4,525.09,1,4,3.0,8
17389.0,3,31,2667.08,4,5,5.0,6
17048.0,160,5,751.1700000000001,1,4,4.0,8
17364.0,7,12,3647.04,3,5,5.0,6
13284.0,8,2,143.7,3,2,1.0,7
12951.0,155,7,965.62,1,5,4.0,8
15835.0,93,4,802.09,1,4,4.0,8
18190.0,138,2,219.16000000000003,1,2,2.0,2
13993.0,22,10,2099.66,3,5,5.0,6
14114.0,0,1,195.13,5,1,2.0,9
15447.0,0,1,129.67,5,1,1.0,3
16315.0,0,1,155.52,5,1,1.0,3
14978.0,163,5,1081.3700000000001,1,4,4.0,8
16395.0,18,5,1275.48,3,4,4.0,5
13614.0,65,4,1076.8600000000001,2,4,4.0,8
13246.0,158,7,837.11,1,5,4.0,8
15687.0,15,10,2342.58,3,5,5.0,6
16493.0,7,6,989.99,3,4,4.0,5
12490.0,12,10,4227.11,3,5,5.0,6
12672.0,0,1,162.29999999999998,5,1,2.0,9
13385.0,0,1,403.07,5,1,3.0,0
12474.0,5,28,6001.98,4,5,5.0,6
15626.0,255,2,562.56,1,2,3.0,2
16233.0,258,2,373.38,1,2,3.0,2
12553.0,1,13,2899.97,4,5,5.0,6
15213.0,11,3,325.05,3,3,2.0,7
14175.0,8,6,2120.06,3,4,5.0,6
18106.0,0,1,196.9,5,1,2.0,9
15033.0,21,11,2300.99,3,5,5.0,6
14329.0,9,13,3967.43,3,5,5.0,6
16401.0,13,20,2645.96,3,5,5.0,6
16206.0,70,4,502.71000000000004,2,4,3.0,8
13782.0,35,6,766.56,2,4,4.0,8
12924.0,110,5,640.45,1,4,4.0,8
15535.0,63,5,234.3,2,4,2.0,8
13700.0,26,10,1856.6200000000001,3,5,5.0,6
13064.0,76,4,893.12,2,4,4.0,8
13048.0,98,5,1780.41,1,4,5.0,1
18069.0,62,7,1865.0,2,5,5.0,1
13634.0,53,5,1142.21,2,4,4.0,8
16843.0,23,17,7086.97,3,5,5.0,6
17064.0,124,3,685.2,1,3,4.0,4
17609.0,33,6,957.83,2,4,4.0,8
15673.0,68,4,2209.05,2,4,5.0,1
12626.0,20,13,4856.3,3,5,5.0,6
14976.0,44,7,600.0600000000001,2,5,3.0,8
12388.0,60,6,2466.7000000000003,2,4,5.0,1
13527.0,56,7,1906.0,2,5,5.0,1
15696.0,39,11,2241.16,2,5,5.0,1
12673.0,321,2,504.62,1,2,3.0,2
15296.0,6,10,2838.77,4,5,5.0,6
17988.0,1,7,99.92,4,5,1.0,5
12820.0,41,4,923.62,2,4,4.0,8
13001.0,18,15,5072.3,3,5,5.0,6
14238.0,0,1,96.2,5,1,1.0,3
17730.0,22,15,3969.83,3,5,5.0,6
13929.0,157,2,285.45,1,2,2.0,2
14657.0,138,4,707.37,1,4,4.0,8
13859.0,0,1,172.76000000000002,5,1,2.0,9
18212.0,0,1,207.82,5,1,2.0,9
14292.0,28,14,1620.68,2,5,5.0,1
13883.0,9,9,2081.53,3,5,5.0,6
17018.0,285,2,748.5,1,2,4.0,4
14242.0,91,2,219.25,1,2,2.0,2
12356.0,80,2,1086.56,1,2,4.0,4
13898.0,0,1,138.93,5,1,1.0,3
16948.0,123,3,212.9,1,3,2.0,2
12527.0,213,3,296.71000000000004,1,3,2.0,2
15395.0,0,1,74.55000000000001,5,1,1.0,3
12510.0,183,2,620.05,1,2,3.0,2
13263.0,7,34,6723.0,3,5,5.0,6
14428.0,29,7,770.12,2,5,4.0,1
12451.0,11,5,5878.31,3,4,5.0,6
12422.0,73,3,645.3100000000001,2,3,4.0,4
17708.0,137,2,258.58,1,2,2.0,2
15606.0,4,11,2349.37,4,5,5.0,6
15831.0,66,4,345.14,2,4,3.0,8
13310.0,20,6,980.08,3,4,4.0,5
14916.0,23,5,1161.57,3,4,4.0,5
17602.0,21,8,4263.9800000000005,3,5,5.0,6
14572.0,37,8,2343.36,2,5,5.0,1
13502.0,258,3,272.1,1,3,2.0,2
14784.0,297,2,231.32000000000002,1,2,2.0,2
15938.0,89,5,297.58,1,4,2.0,2
12637.0,24,9,5061.19,3,5,5.0,6
17418.0,281,2,349.76,1,2,3.0,2
14779.0,42,3,187.55,2,3,2.0,2
16321.0,233,7,296.55,1,5,2.0,8
15262.0,0,1,161.95000000000002,5,1,2.0,9
17862.0,0,1,260.0,5,1,2.0,9
12402.0,0,1,195.6,5,1,2.0,9
17771.0,267,2,213.71,1,2,2.0,2
15422.0,0,2,97.7,5,2,1.0,3
13008.0,0,1,229.46999999999997,5,1,2.0,9
14770.0,91,2,622.37,1,2,3.0,2
16912.0,39,13,1676.67,2,5,5.0,1
15174.0,0,1,120.63,5,1,1.0,3
14895.0,22,23,8141.4400000000005,3,5,5.0,6
12594.0,75,8,2743.43,2,5,5.0,1
17504.0,2,10,1710.47,4,5,5.0,6
16387.0,0,1,94.36,5,1,1.0,3
12664.0,29,4,406.8,2,4,3.0,8
16618.0,179,4,1561.08,1,4,5.0,1
17277.0,95,2,958.0500000000001,1,2,4.0,4
14088.0,5,12,15700.62,4,5,5.0,6
17094.0,0,1,254.3,5,1,2.0,9
14692.0,98,5,549.05,1,4,3.0,8
12970.0,315,4,356.82,1,4,3.0,8
17889.0,110,2,162.42,1,2,2.0,2
17714.0,0,1,153.0,5,1,1.0,3
12916.0,63,5,1797.7,2,4,5.0,1
17769.0,4,11,3299.1800000000003,4,5,5.0,6
14450.0,63,3,483.25,2,3,3.0,4
16085.0,35,5,852.4,2,4,4.0,8
13659.0,8,3,1211.07,3,3,4.0,5
15167.0,0,1,138.6,5,1,1.0,3
15443.0,11,7,2700.35,3,5,5.0,6
14224.0,35,4,685.6,2,4,4.0,8
13742.0,73,13,1910.1100000000001,2,5,5.0,1
17673.0,65,7,1414.5,2,5,5.0,1
12727.0,85,8,2446.52,1,5,5.0,1
14068.0,0,1,248.85000000000002,5,1,2.0,9
14744.0,43,7,413.53,2,5,3.0,8
14368.0,0,1,105.2,5,1,1.0,3
15497.0,295,3,495.5,1,3,3.0,2
12559.0,0,1,301.41,5,1,2.0,9
13819.0,8,3,624.75,3,3,3.0,5
14501.0,136,2,251.21,1,2,2.0,2
14782.0,0,1,110.10000000000001,5,1,1.0,3
17861.0,21,8,1609.36,3,5,5.0,6
14439.0,0,1,1637.3,5,1,5.0,0
18161.0,5,6,1275.42,4,4,4.0,5
15820.0,0,1,116.97999999999999,5,1,1.0,3
18136.0,143,4,744.83,1,4,4.0,8
16660.0,303,2,205.97,1,2,2.0,2
12693.0,84,5,461.51,1,4,3.0,8
12625.0,98,3,1613.92,1,3,5.0,4
13396.0,8,4,913.74,3,4,4.0,5
15179.0,32,5,1529.54,2,4,5.0,1
12935.0,24,8,1847.3,3,5,5.0,6
16730.0,182,3,627.87,1,3,3.0,2
14541.0,110,8,1380.35,1,5,4.0,8
13551.0,0,1,53.550000000000004,5,1,1.0,3
12421.0,99,5,606.8,1,4,3.0,8
15052.0,0,1,135.88,5,1,1.0,3
14130.0,0,1,363.41,5,1,3.0,0
13615.0,6,2,368.19,4,2,3.0,7
13901.0,35,5,2365.83,2,4,5.0,1
13158.0,25,4,1193.5,3,4,4.0,5
14257.0,13,6,2439.15,3,4,5.0,6
14409.0,51,4,875.4200000000001,2,4,4.0,8
15218.0,43,10,3102.65,2,5,5.0,1
